0,0,0,0,0,0,0,11.592,-2.8393e-15,1.3556e-15
0.1,0.0013054,-5.8312e-19,1.9124e-18,0.026101,-1.1677e-17,3.7963e-17,11.592,-2.8393e-15,1.3556e-15
0.2,0.0052179,-2.3169e-18,7.5435e-18,0.052135,-2.3394e-17,7.4451e-17,11.592,-2.8393e-15,1.3556e-15
0.3,0.011729,-5.1722e-18,1.6768e-17,0.078065,-3.5352e-17,1.099e-16,11.592,-2.8393e-15,1.3556e-15
0.4,0.020826,-9.1118e-18,2.9502e-17,0.10385,-4.7738e-17,1.4471e-16,11.592,-2.8393e-15,1.3556e-15
0.5,0.032494,-1.4091e-17,4.5702e-17,0.12946,-6.0736e-17,1.7927e-16,11.592,-2.8393e-15,1.3556e-15
0.6,0.046712,-2.0057e-17,6.536e-17,0.15486,-7.4523e-17,2.1393e-16,11.592,-2.8393e-15,1.3556e-15
0.7,0.063458,-2.695e-17,8.8504e-17,0.18002,-8.928e-17,2.4905e-16,11.592,-2.8393e-15,1.3556e-15
0.8,0.082707,-3.4703e-17,1.152e-16,0.20491,-1.0519e-16,2.8498e-16,11.592,-2.8393e-15,1.3556e-15
0.9,0.10443,-4.3241e-17,1.4554e-16,0.2295,-1.2244e-16,3.2208e-16,11.592,-2.8393e-15,1.3556e-15
1,0.1286,-5.2482e-17,1.7966e-16,0.25376,-1.4124e-16,3.607e-16,11.592,-2.8393e-15,1.3556e-15
1.1,0.15517,-6.2339e-17,2.1774e-16,0.27768,-1.6179e-16,4.0125e-16,11.592,-2.8393e-15,1.3556e-15
1.2,0.18412,-7.2714e-17,2.5999e-16,0.30122,-1.8433e-16,4.4412e-16,11.592,-2.8393e-15,1.3556e-15
1.3,0.2154,-8.3507e-17,3.0666e-16,0.32438,-2.0913e-16,4.8976e-16,11.592,-2.8393e-15,1.3556e-15
1.4,0.24898,-9.4607e-17,3.5805e-16,0.34714,-2.3645e-16,5.3865e-16,11.592,-2.8393e-15,1.3556e-15
1.5,0.28482,-1.059e-16,4.1451e-16,0.36947,-2.6661e-16,5.9132e-16,11.592,-2.8393e-15,1.3556e-15
1.6,0.32286,-1.1726e-16,4.7646e-16,0.39137,-2.9997e-16,6.4836e-16,11.592,-2.8393e-15,1.3556e-15
1.7,0.36308,-1.2855e-16,5.4435e-16,0.41283,-3.3691e-16,7.1042e-16,11.592,-2.8393e-15,1.3556e-15
1.8,0.40541,-1.3965e-16,6.1874e-16,0.43384,-3.7789e-16,7.7825e-16,11.592,-2.8393e-15,1.3556e-15
1.9,0.44983,-1.504e-16,7.0022e-16,0.45439,-4.2341e-16,8.5268e-16,11.592,-2.8393e-15,1.3556e-15
2,0.49628,-1.6064e-16,7.8952e-16,0.47447,-4.7404e-16,9.3464e-16,11.592,-2.8393e-15,1.3556e-15
2.1,0.54471,-1.7023e-16,8.8744e-16,0.49408,-5.3043e-16,1.0252e-15,11.592,-2.8393e-15,1.3556e-15
2.2,0.59508,-1.7898e-16,9.9489e-16,0.51322,-5.9334e-16,1.1256e-15,11.592,-2.8393e-15,1.3556e-15
2.3,0.64733,-1.8671e-16,1.1129e-15,0.53189,-6.6362e-16,1.2372e-15,11.592,-2.8393e-15,1.3556e-15
2.4,0.70144,-1.9325e-16,1.2428e-15,0.55008,-7.4226e-16,1.3617e-15,11.592,-2.8393e-15,1.3556e-15
2.5,0.75733,-1.9837e-16,1.3858e-15,0.5678,-8.3037e-16,1.5008e-15,11.592,-2.8393e-15,1.3556e-15
2.6,0.81498,-2.0188e-16,1.5435e-15,0.58505,-9.2927e-16,1.6567e-15,11.592,-2.8393e-15,1.3556e-15
2.7,0.87433,-2.0354e-16,1.7177e-15,0.60184,-1.0404e-15,1.8318e-15,11.592,-2.8393e-15,1.3556e-15
2.8,0.93533,-2.0313e-16,1.9106e-15,0.61816,-1.1656e-15,2.029e-15,11.592,-2.8393e-15,1.3556e-15
2.9,0.99795,-2.0037e-16,2.1244e-15,0.63403,-1.3068e-15,2.2514e-15,11.592,-2.8393e-15,1.3556e-15
3,1.0621,-1.9501e-16,2.3618e-15,0.64944,-1.4663e-15,2.5029e-15,11.592,-2.8393e-15,1.3556e-15
3.1,1.1278,-1.8675e-16,2.6261e-15,0.66441,-1.6468e-15,2.7878e-15,11.592,-2.8393e-15,1.3556e-15
3.2,1.195,-1.753e-16,2.9207e-15,0.67894,-1.8514e-15,3.1112e-15,11.592,-2.8393e-15,1.3556e-15
3.3,1.2636,-1.6032e-16,3.2498e-15,0.69304,-2.0836e-15,3.479e-15,11.592,-2.8393e-15,1.3556e-15
3.4,1.3336,-1.4146e-16,3.6182e-15,0.70672,-2.3478e-15,3.898e-15,11.592,-2.8393e-15,1.3556e-15
3.5,1.4049,-1.1835e-16,4.0314e-15,0.71998,-2.6488e-15,4.3763e-15,11.592,-2.8393e-15,1.3556e-15
3.6,1.4776,-9.0594e-17,4.4957e-15,0.73283,-2.9923e-15,4.9232e-15,11.592,-2.8393e-15,1.3556e-15
3.7,1.5515,-5.7752e-17,5.0187e-15,0.74528,-3.3849e-15,5.5496e-15,11.592,-2.8393e-15,1.3556e-15
3.8,1.6266,-1.9364e-17,5.6087e-15,0.75734,-3.8345e-15,6.2682e-15,11.592,-2.8393e-15,1.3556e-15
3.9,1.7029,2.5066e-17,6.2759e-15,0.76902,-4.35e-15,7.094e-15,11.592,-2.8393e-15,1.3556e-15
4,1.7804,7.6075e-17,7.0317e-15,0.78033,-4.9421e-15,8.0443e-15,11.592,-2.8393e-15,1.3556e-15
4.1,1.859,1.3424e-16,7.8896e-15,0.79127,-5.6234e-15,9.1398e-15,11.592,-2.8393e-15,1.3556e-15
4.2,1.9386,2.0018e-16,8.8653e-15,0.80187,-6.4083e-15,1.0404e-14,11.592,-2.8393e-15,1.3556e-15
4.3,2.0193,2.7456e-16,9.977e-15,0.81211,-7.314e-15,1.1867e-14,11.592,-2.8393e-15,1.3556e-15
4.4,2.1011,3.5811e-16,1.1246e-14,0.82202,-8.3608e-15,1.3559e-14,11.592,-2.8393e-15,1.3556e-15
4.5,2.1837,4.5161e-16,1.2698e-14,0.8316,-9.5723e-15,1.5522e-14,11.592,-2.8393e-15,1.3556e-15
4.6,2.2674,5.5588e-16,1.4361e-14,0.84087,-1.0976e-14,1.7801e-14,11.592,-2.8393e-15,1.3556e-15
4.7,2.3519,6.7182e-16,1.627e-14,0.84983,-1.2606e-14,2.045e-14,11.592,-2.8393e-15,1.3556e-15
4.8,2.4373,8.0041e-16,1.8466e-14,0.85848,-1.45e-14,2.3534e-14,11.592,-2.8393e-15,1.3556e-15
4.9,2.5236,9.4267e-16,2.0994e-14,0.86685,-1.6704e-14,2.7128e-14,11.592,-2.8393e-15,1.3556e-15
5,2.6107,1.0997e-15,2.3911e-14,0.87493,-1.9272e-14,3.1322e-14,11.592,-2.8393e-15,1.3556e-15
5.1,2.6986,1.2727e-15,2.7282e-14,0.88274,-2.2269e-14,3.6223e-14,11.592,-2.8393e-15,1.3556e-15
5.2,2.7872,1.463e-15,3.1183e-14,0.89028,-2.5769e-14,4.1955e-14,11.592,-2.8393e-15,1.3556e-15
5.3,2.8766,1.6717e-15,3.5706e-14,0.89756,-2.9863e-14,4.8669e-14,11.592,-2.8393e-15,1.3556e-15
5.4,2.9667,1.9005e-15,4.0956e-14,0.90459,-3.4656e-14,5.6539e-14,11.592,-2.8393e-15,1.3556e-15
5.5,3.0575,2.1506e-15,4.7059e-14,0.91139,-4.0275e-14,6.5776e-14,11.592,-2.8393e-15,1.3556e-15
5.6,3.149,2.4238e-15,5.4165e-14,0.91794,-4.6869e-14,7.6628e-14,11.592,-2.8393e-15,1.3556e-15
5.7,3.2411,2.7214e-15,6.2448e-14,0.92427,-5.4615e-14,8.9391e-14,11.592,-2.8393e-15,1.3556e-15
5.8,3.3338,3.0452e-15,7.2118e-14,0.93038,-6.3724e-14,1.0442e-13,11.592,-2.8393e-15,1.3556e-15
5.9,3.4272,3.3967e-15,8.3421e-14,0.93628,-7.4446e-14,1.2212e-13,11.592,-2.8393e-15,1.3556e-15
6,3.5211,3.7774e-15,9.6648e-14,0.94197,-8.708e-14,1.43e-13,11.592,-2.8393e-15,1.3556e-15
6.1,3.6156,4.1889e-15,1.1215e-13,0.94746,-1.0198e-13,1.6765e-13,11.592,-2.8393e-15,1.3556e-15
6.2,3.7106,4.6326e-15,1.3033e-13,0.95276,-1.1957e-13,1.9677e-13,11.592,-2.8393e-15,1.3556e-15
6.3,3.8061,5.1093e-15,1.5168e-13,0.95787,-1.4035e-13,2.3121e-13,11.592,-2.8393e-15,1.3556e-15
6.4,3.9021,5.62e-15,1.7678e-13,0.9628,-1.6492e-13,2.7197e-13,11.592,-2.8393e-15,1.3556e-15
6.5,3.9987,6.165e-15,2.0632e-13,0.96756,-1.9401e-13,3.2025e-13,11.592,-2.8393e-15,1.3556e-15
6.6,4.0956,6.7438e-15,2.4113e-13,0.97215,-2.2846e-13,3.7747e-13,11.592,-2.8393e-15,1.3556e-15
6.7,4.1931,7.3553e-15,2.8217e-13,0.97658,-2.6929e-13,4.4535e-13,11.592,-2.8393e-15,1.3556e-15
6.8,4.291,7.9972e-15,3.3062e-13,0.98085,-3.1773e-13,5.2592e-13,11.592,-2.8393e-15,1.3556e-15
6.9,4.3893,8.6657e-15,3.8786e-13,0.98496,-3.7523e-13,6.2164e-13,11.592,-2.8393e-15,1.3556e-15
7,4.4879,9.3551e-15,4.5555e-13,0.98894,-4.4353e-13,7.3542e-13,11.592,-2.8393e-15,1.3556e-15
7.1,4.587,1.0057e-14,5.3566e-13,0.99277,-5.2473e-13,8.7076e-13,11.592,-2.8393e-15,1.3556e-15
7.2,4.6865,1.0761e-14,6.3056e-13,0.99646,-6.2132e-13,1.0318e-12,11.592,-2.8393e-15,1.3556e-15
7.3,4.7863,1.1452e-14,7.4305e-13,1,-7.3629e-13,1.2237e-12,11.592,-2.8393e-15,1.3556e-15
7.4,4.8865,1.2109e-14,8.7652e-13,1.0035,-8.7322e-13,1.4523e-12,11.592,-2.8393e-15,1.3556e-15
